date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:59:50	52017/52017	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:49%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:51	52111/52111	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:50%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/mas/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-clasica/mas/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:51	35937/35937	---MC-	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:48%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm	/home/tats/Desktop/redesTP7/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:52	53087/53087	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:52%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:53	48878/48878	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:53%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-sueldo/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-sueldo/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:54	58982/58982	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:54%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:55	64332/64332	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:55%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
10:59:56	52992/52992	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2013:59:56%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:02	122503/122503	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:01%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:02	108585/108585	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:02%20GMT	https://www.bancopatagonia.com.ar/patagoniaon/index.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/patagoniaon/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:03	55033/55033	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:03%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:04	191853/191853	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:04%20GMT	https://www.bancopatagonia.com.ar/personas/apple-pay.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/apple-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:05	45440/45440	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:05%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/caja-de-seguridad.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:06	47533/47533	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:06%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:07	47434/47434	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:07%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/beneficios-wapa.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/beneficios-wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:08	191286/191286	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:08%20GMT	https://www.bancopatagonia.com.ar/personas/google-pay.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/google-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:09	46275/46275	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:09%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:10	60379/60379	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:10%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/jubilados.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/jubilados.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:11	47496/47496	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:11%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:12	45994/45994	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:12%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:13	45777/45777	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:13%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/seguros.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/seguros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:14	61446/61446	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:14%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:15	54117/54117	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:15%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:16	51678/51678	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:16%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:17	50063/50063	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:17%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:18	57577/57577	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:18%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:19	62932/62932	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:19%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:20	51554/51554	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:20%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:21	121417/121417	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:21%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:22	52624/52624	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:22%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:23	60027/60027	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:23%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:24	44539/44539	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:24%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:25	44278/44278	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:25%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/seguros.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/seguros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:26	44780/44780	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:26%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:27	48397/48397	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:27%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:28	43951/43951	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:28%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:29	58780/58780	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:29%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:30	45661/45661	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:30%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:31	68339/68339	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:31%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/soluciones-para-tu-empresa.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/soluciones-para-tu-empresa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:32	49699/49699	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:32%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercios-patagonia.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:33	45419/45419	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:33%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:34	59694/59694	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:34%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:35	59954/59954	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:35%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:36	50942/50942	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:36%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-comercio.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:37	50810/50810	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:37%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:38	46902/46902	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:38%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:39	65094/65094	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:39%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:40	46044/46044	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:40%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:41	59107/59107	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:41%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:42	46592/46592	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:42%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:43	47279/47279	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:43%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:44	47770/47770	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:44%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:45	49797/49797	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:45%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:46	91321/91321	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:46%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:47	48877/48877	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:47%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:48	46816/46816	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:48%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:49	45456/45456	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:49%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:50	50374/50374	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:50%20GMT	https://www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:51	50057/50057	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:51%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:52	79745/79745	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:52%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:53	46881/46881	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:53%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:54	45845/45845	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:54%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:55	45251/45251	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:55%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pagos.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/servicios/pagos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:56	47140/47140	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:56%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:57	50628/50628	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:57%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:58	45780/45780	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:58%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
11:00:59	44501/44501	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2014:00:59%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interbanking.php	/home/tats/Desktop/redesTP7/www.bancopatagonia.com.ar/pyme/servicios/interbanking.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
